ID,original_address,street,city,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country
3221,"2400 BLOCK  TOSORO CIR","2400 TOSORO CIR","Fort Worth",TX,32.822662,-97.382425,1,range_interpolation,2400,"Tosoro Cir","Fort Worth",TX,"Tarrant County",76106,US
3222,"2400 BLOCK  VIA BOLOGNA","2400 VIA BOLOGNA","Fort Worth",TX,32.71711,-97.379263,1,range_interpolation,2400,"Via Bologna","Fort Worth",TX,"Tarrant County",76109,US
3223,"2400 BLOCK  VIA PALERMO","2400 VIA PALERMO","Fort Worth",TX,32.717334,-97.378628,0.8,street_center,,"Via Palermo","Fort Worth",TX,"Tarrant County",76109,US
3224,"2400 BLOCK  WABASH AVE","2400 WABASH AVE","Fort Worth",TX,32.717961,-97.362912,1,range_interpolation,2400,"Wabash Ave","Fort Worth",TX,"Tarrant County",76109,US
3225,"2400 BLOCK  WARRIOR CIR","2400 WARRIOR CIR","Fort Worth",TX,32.705545,-97.291576,1,range_interpolation,2400,"Warrior Cir","Fort Worth",TX,"Tarrant County",76105,US
3226,"2400 BLOCK  WARRIOR CIR 711","2400 WARRIOR CIR","Fort Worth",TX,32.705545,-97.291576,1,range_interpolation,2400,"Warrior Cir","Fort Worth",TX,"Tarrant County",76105,US
3227,"2400 BLOCK  WARWICK AVE","2400 WARWICK AVE","Fort Worth",TX,32.792915,-97.327201,1,range_interpolation,2400,"Warwick Ave","Fort Worth",TX,"Tarrant County",76106,US
3228,"2400 BLOCK  WEISENBERGER ST","2400 WEISENBERGER ST","Fort Worth",TX,32.75694,-97.349623,1,range_interpolation,2400,"Weisenberger St","Fort Worth",TX,"Tarrant County",76107,US
3229,"2400 BLOCK  WEST FWY SR WB","2400 WEST FREEWAY SERVICE ROAD","Fort Worth",TX,32.739567,-97.350538,1,range_interpolation,2400,"West Fwy","Fort Worth",TX,"Tarrant County",76102,US
3230,"2400 BLOCK  WEST LOOP 820 NORTH","2400 WEST LOOP 820 NORTH","Fort Worth",TX,32.744953,-97.222255,0.8,range_interpolation,2400,"E Loop 820 N","Fort Worth",TX,"Tarrant County",76112,US
3231,"2400 BLOCK  WEST LOOP 820 NORTH FWY","2400 WEST LOOP 820 NORTH FREEWAY","Fort Worth",TX,32.744953,-97.222255,0.8,range_interpolation,2400,"E Loop 820 N","Fort Worth",TX,"Tarrant County",76112,US
3232,"2400 BLOCK  WHITE SETTLEMENT RD","2400 WHITE SETTLEMENT RD","Fort Worth",TX,32.759156,-97.349352,1,range_interpolation,2400,"White Settlement Rd","Fort Worth",TX,"Tarrant County",76107,US
3233,"2400 BLOCK  WILL SPOINT CT","2400 WILL SPOINT CT","Fort Worth",TX,32.720969,-97.239779,1,range_interpolation,2400,"Willspoint Ct","Fort Worth",TX,"Tarrant County",76105,US
3234,"2400 BLOCK  WILLSPOINT CT","2400 WILLSPOINT CT","Fort Worth",TX,32.720969,-97.239779,1,range_interpolation,2400,"Willspoint Ct","Fort Worth",TX,"Tarrant County",76105,US
3235,"2400 BLOCK  WOODMONT TRL","2400 WOODMONT TRL","Fort Worth",TX,32.65387,-97.356376,1,range_interpolation,2400,"Woodmont Trl","Fort Worth",TX,"Tarrant County",76133,US
3236,"2400 BLOCK  YORBA LINDA DR","2400 YORBA LINDA DR","Fort Worth",TX,32.737267,-97.504951,1,range_interpolation,2400,"Yorba Linda Dr","Fort Worth",TX,"Tarrant County",76108,US
3237,"2400 BLOCK D ALLIANCE BL","2400 ALLIANCE BL","Fort Worth",TX,32.986791,-97.31065,1,range_interpolation,2400,"Alliance Blvd","Fort Worth",TX,"Tarrant County",76177,US
3238,"2400 BLOCK D BENBROOK BL","2400 BENBROOK BL","Fort Worth",TX,32.701546,-97.352588,1,range_interpolation,2400,"Benbrook Dr","Fort Worth",TX,"Tarrant County",76110,US
3239,"2400 BLOCK D CHAPEL CREEK BL","2400 CHAPEL CREEK BL","Fort Worth",TX,32.73473,-97.503595,0.8,range_interpolation,2400,"Chapel Creek Blvd","Fort Worth",TX,"Tarrant County",76108,US
3240,"2400 BLOCK D FOREST PARK BL","2400 FOREST PARK BL","Fort Worth",TX,32.718367,-97.351912,1,range_interpolation,2400,"Forest Park Blvd","Fort Worth",TX,"Tarrant County",76110,US
3241,"2400 BLOCK D GOLDEN TRIANGLE BL","2400 GOLDEN TRIANGLE BL","Fort Worth",TX,32.92272,-97.320463,0.8,street_center,,"Golden Triangle Dr","Fort Worth",TX,"Tarrant County",76177,US
3242,"2400 BLOCK D LANDS END BL","2400 LANDS END BL","Fort Worth",TX,32.736322,-97.431114,1,range_interpolation,2400,"Lands End Blvd","Fort Worth",TX,"Tarrant County",76116,US
3243,"2400 BLOCK D MEACHAM BL","2400 MEACHAM BL","Fort Worth",TX,32.824147,-97.313357,1,range_interpolation,2400,"Meacham Blvd","Fort Worth",TX,"Tarrant County",76111,US
3244,"2400 BLOCK D MISTLETOE BL","2400 MISTLETOE BL","Fort Worth",TX,32.674806,-97.448831,0.8,street_center,,"Mistletoe Rd","Fort Worth",TX,"Tarrant County",76126,US
3245,"2400 BLOCK D MITCHELL BL","2400 MITCHELL BL","Fort Worth",TX,32.721181,-97.288977,1,range_interpolation,2400,"Mitchell Blvd","Fort Worth",TX,"Tarrant County",76105,US
3246,"2400 BLOCK D NILES CITY BL","2400 NILES CITY BL","Fort Worth",TX,32.907933,-97.280856,0.8,street_center,,"Niles Ct",Keller,TX,"Tarrant County",76244,US
3247,"2400 BLOCK D OAKLAND BL","2400 OAKLAND BL","Fort Worth",TX,32.744455,-97.262019,0.9,range_interpolation,2400,"Oakland Blvd","Fort Worth",TX,"Tarrant County",76103,US
3248,"2400 BLOCK D RIDGMAR BL","2400 RIDGMAR BL","Fort Worth",TX,32.736794,-97.42228,1,range_interpolation,2400,"Ridgmar Plz","Fort Worth",TX,"Tarrant County",76116,US
3249,"2400 BLOCK D SAGINAW BL","2400 SAGINAW BL","Fort Worth",TX,32.868917,-97.371184,0.8,street_center,,"Saginaw Blvd","Fort Worth",TX,"Tarrant County",76179,US
3250,"2400 BLOCK D STOCKYARDS BL","2400 STOCKYARDS BL","Fort Worth",TX,32.789106,-97.3441,1,range_interpolation,2400,"Stockyards Blvd","Fort Worth",TX,"Tarrant County",76106,US
3251,"2400 BLOCK D VAUGHN BL","2400 VAUGHN BL","Fort Worth",TX,32.721625,-97.279691,1,range_interpolation,2400,"Vaughn Blvd","Fort Worth",TX,"Tarrant County",76105,US
3252,"2400 BLOCK D VICKERY BL","2400 VICKERY BL","Fort Worth",TX,32.735796,-97.296689,1,range_interpolation,2400,"E Vickery Blvd","Fort Worth",TX,"Tarrant County",76104,US
3253,"2400 BLOCK D WEILER BL","2400 WEILER BL","Fort Worth",TX,32.745467,-97.234536,1,range_interpolation,2400,"Weiler Blvd","Fort Worth",TX,"Tarrant County",76112,US
3254,"2400 BLOCK D WESTERN CENTER BL","2400 WESTERN CENTER BL","Fort Worth",TX,32.86085,-97.264597,0.8,street_center,,"Western Center Blvd","Fort Worth",TX,"Tarrant County",76148,US
3255,"2400 BLOCK S NORTH SOUTH FWY SR","2400 S NORTH SOUTH FREEWAY SERVICE ROAD","Fort Worth",TX,32.74013,-97.10443,0.8,street_center,,"E North St",Arlington,TX,"Tarrant County",76011,US
3256,"2400 BLOCK S OTERO PA","2400 S OTERO PA","Fort Worth",TX,32.771419,-97.291484,0.33,place,,,"Fort Worth",TX,"Tarrant County",76101,US
3257,"2400 BLOCK Y COLONIAL PK","2400 COLONIAL PK","Fort Worth",TX,32.626578,-97.277329,0.8,street_center,,"Colonial Pl","Fort Worth",TX,"Tarrant County",76140,US
3258,"2400 BLOCK Y GREAT SOUTHWEST PK","2400 GREAT SOUTHWEST PK","Fort Worth",TX,32.830372,-97.319541,1,range_interpolation,2400,"Great Southwest Pkwy","Fort Worth",TX,"Tarrant County",76106,US
3259,"2400 BLOCK Y HERITAGE TRACE PK","2400 HERITAGE TRACE PK","Fort Worth",TX,32.91546,-97.297562,0.8,street_center,,"Heritage Trace Pkwy",Keller,TX,"Tarrant County",76244,US
3260,"2400 BLOCK Y NORTHEAST PK","2400 NORTHEAST PK","Fort Worth",TX,32.837016,-97.319573,1,range_interpolation,2400,"Northeast Pkwy","Fort Worth",TX,"Tarrant County",76106,US
3261,"2400 BLOCK Y WESTPORT PK","2400 WESTPORT PK","Fort Worth",TX,32.972322,-97.311084,1,range_interpolation,2400,"Westport Pkwy","Fort Worth",TX,"Tarrant County",76177,US
3262,"2500 BLOCK  6TH AVE","2500 6TH AVE","Fort Worth",TX,32.715421,-97.340412,1,range_interpolation,2500,"6th Ave","Fort Worth",TX,"Tarrant County",76110,US
3263,"2500 BLOCK  8TH AVE","2500 8TH AVE","Fort Worth",TX,32.71544,-97.343913,1,range_interpolation,2500,"8th Ave","Fort Worth",TX,"Tarrant County",76110,US
3264,"2500 BLOCK  AIKEN LN","2500 AIKEN LN","Fort Worth",TX,32.618143,-97.358682,1,range_interpolation,2500,"Aiken Ln","Fort Worth",TX,"Tarrant County",76123,US
3265,"2500 BLOCK  AIRPORT FWY","2500 AIRPORT FREEWAY","Fort Worth",TX,32.766956,-97.309974,1,range_interpolation,2500,"Airport Fwy","Fort Worth",TX,"Tarrant County",76111,US
3266,"2500 BLOCK  AVE G","2500 AVE G","Fort Worth",TX,32.771419,-97.291484,1,place,,,"Fort Worth",TX,"Tarrant County",76101,US
3267,"2500 BLOCK  AZLE AVE","2500 AZLE AVE","Fort Worth",TX,32.79482,-97.374609,1,range_interpolation,2500,"Azle Ave","Fort Worth",TX,"Tarrant County",76106,US
3268,"2500 BLOCK  BAMBERRY DR","2500 BAMBERRY DR","Fort Worth",TX,32.646807,-97.354149,1,range_interpolation,2500,"Bamberry Dr","Fort Worth",TX,"Tarrant County",76133,US
3269,"2500 BLOCK  BERNER ST","2500 BERNER ST","Fort Worth",TX,32.802562,-97.318355,1,range_interpolation,2500,"Berner St","Fort Worth",TX,"Tarrant County",76111,US
3270,"2500 BLOCK  BIG SPRING DR","2500 BIG SPRING DR","Fort Worth",TX,32.742931,-97.178524,1,range_interpolation,2500,"Big Spring Dr","Fort Worth",TX,"Tarrant County",76120,US
3271,"2500 BLOCK  BIRD ST","2500 BIRD ST","Fort Worth",TX,32.777263,-97.310102,1,range_interpolation,2500,"Bird St","Fort Worth",TX,"Tarrant County",76111,US
3272,"2500 BLOCK  BIRDELL CT","2500 BIRDELL CT","Fort Worth",TX,32.719654,-97.240618,1,range_interpolation,2500,"Birdell Ct","Fort Worth",TX,"Tarrant County",76105,US
3273,"2500 BLOCK  BOYD AVE","2500 BOYD AVE","Fort Worth",TX,32.716251,-97.366748,1,range_interpolation,2500,"Boyd Ave","Fort Worth",TX,"Tarrant County",76109,US
3274,"2500 BLOCK  BRENNAN AVE","2500 BRENNAN AVE","Fort Worth",TX,32.790213,-97.334405,1,range_interpolation,2500,"Brennan Ave","Fort Worth",TX,"Tarrant County",76106,US
3275,"2500 BLOCK  BRUCE ST","2500 BRUCE ST","Fort Worth",TX,32.800741,-97.319235,1,range_interpolation,2500,"Bruce St","Fort Worth",TX,"Tarrant County",76111,US
3276,"2500 BLOCK  BURTON AVE","2500 BURTON AVE","Fort Worth",TX,32.713534,-97.291469,1,range_interpolation,2500,"Burton Ave","Fort Worth",TX,"Tarrant County",76105,US
3277,"2500 BLOCK  CAMPBELL ST","2500 CAMPBELL ST","Fort Worth",TX,32.721068,-97.273139,1,range_interpolation,2500,"Campbell St","Fort Worth",TX,"Tarrant County",76105,US
3278,"2500 BLOCK  CAPRI DR","2500 CAPRI DR","Fort Worth",TX,32.798053,-97.390388,1,range_interpolation,2500,"Capri Dr","Fort Worth",TX,"Tarrant County",76114,US
3279,"2500 BLOCK  CARTER AVE","2500 CARTER AVE","Fort Worth",TX,32.746538,-97.291126,1,range_interpolation,2500,"Carter Ave","Fort Worth",TX,"Tarrant County",76103,US
3280,"2500 BLOCK  CHERRY LN","2500 CHERRY LN","Fort Worth",TX,32.738328,-97.451785,1,range_interpolation,2500,"Cherry Ln","Fort Worth",TX,"Tarrant County",76108,US
3281,"2500 BLOCK  CHESTNUT AVE","2500 CHESTNUT AVE","Fort Worth",TX,32.78983,-97.363682,1,range_interpolation,2500,"Chestnut Ave","Fort Worth",TX,"Tarrant County",76164,US
3282,"2500 BLOCK  CHICAGO AVE","2500 CHICAGO AVE","Fort Worth",TX,32.743254,-97.265256,1,range_interpolation,2500,"Chicago Ave","Fort Worth",TX,"Tarrant County",76103,US
3283,"2500 BLOCK  CLINTON AVE","2500 CLINTON AVE","Fort Worth",TX,32.789773,-97.352829,1,range_interpolation,2500,"Clinton Ave","Fort Worth",TX,"Tarrant County",76164,US
3284,"2500 BLOCK  CLOVERMEADOW DR","2500 CLOVERMEADOW DR","Fort Worth",TX,32.630877,-97.359738,1,range_interpolation,2500,"Clovermeadow Dr","Fort Worth",TX,"Tarrant County",76123,US
3285,"2500 BLOCK  COLD SPRINGS RD","2500 COLD SPRINGS RD","Fort Worth",TX,32.792901,-97.322952,1,range_interpolation,2500,"Cold Springs Rd","Fort Worth",TX,"Tarrant County",76106,US
3286,"2500 BLOCK  COLLEGE AVE","2500 COLLEGE AVE","Fort Worth",TX,32.715427,-97.335299,1,range_interpolation,2500,"College Ave","Fort Worth",TX,"Tarrant County",76110,US
3287,"2500 BLOCK  COLUMBUS AVE","2500 COLUMBUS AVE","Fort Worth",TX,32.789839,-97.364882,1,range_interpolation,2500,"Columbus Ave","Fort Worth",TX,"Tarrant County",76164,US
3288,"2500 BLOCK  COOKS LN","2500 COOKS LN","Fort Worth",TX,32.745562,-97.181481,0.8,range_interpolation,2500,"Cooks Ln","Fort Worth",TX,"Tarrant County",76120,US
3289,"2500 BLOCK  COUNTRYSIDE LN","2500 COUNTRYSIDE LN","Fort Worth",TX,32.646713,-97.358631,1,range_interpolation,2500,"Countryside Ln","Fort Worth",TX,"Tarrant County",76133,US
3290,"2500 BLOCK  CRAVENS RD","2500 CRAVENS RD","Fort Worth",TX,32.743874,-97.225663,1,range_interpolation,2500,"Cravens Rd","Fort Worth",TX,"Tarrant County",76112,US
3291,"2500 BLOCK  CREEKWOOD LN","2500 CREEKWOOD LN","Fort Worth",TX,32.628674,-97.360158,1,range_interpolation,2500,"Creekwood Ln","Fort Worth",TX,"Tarrant County",76123,US
3292,"2500 BLOCK  DALFORD ST","2500 DALFORD ST","Fort Worth",TX,32.778319,-97.310589,1,range_interpolation,2500,"Dalford St","Fort Worth",TX,"Tarrant County",76111,US
3293,"2500 BLOCK  DEAN LN","2500 DEAN LN","Fort Worth",TX,32.736066,-97.4126,1,range_interpolation,2500,"Dean Ln","Fort Worth",TX,"Tarrant County",76107,US
3294,"2500 BLOCK  DECATUR AVE","2500 DECATUR AVE","Fort Worth",TX,32.789689,-97.336908,1,range_interpolation,2500,"Decatur Ave","Fort Worth",TX,"Tarrant County",76106,US
3295,"2500 BLOCK  DELL ST","2500 DELL ST","Fort Worth",TX,32.775567,-97.310395,1,range_interpolation,2500,"Dell St","Fort Worth",TX,"Tarrant County",76111,US
3296,"2500 BLOCK  DENBURY DR","2500 DENBURY DR","Fort Worth",TX,32.658449,-97.356898,1,range_interpolation,2500,"Denbury Dr","Fort Worth",TX,"Tarrant County",76133,US
3297,"2500 BLOCK  DEPOT RD","2500 DEPOT RD","Fort Worth",TX,32.855552,-97.32387,1,range_interpolation,2500,"Depot Rd","Fort Worth",TX,"Tarrant County",76131,US
3298,"2500 BLOCK  DEWEY ST","2500 DEWEY ST","Fort Worth",TX,32.7978,-97.325797,1,range_interpolation,2500,"Dewey St","Fort Worth",TX,"Tarrant County",76106,US
3299,"2500 BLOCK  DIAMOND RD","2500 DIAMOND RD","Fort Worth",TX,32.803865,-97.325758,1,range_interpolation,2500,"Diamond Rd","Fort Worth",TX,"Tarrant County",76106,US
3300,"2500 BLOCK  DUNDEE AVE","2500 DUNDEE AVE","Fort Worth",TX,32.792059,-97.325808,1,range_interpolation,2500,"Dundee Ave","Fort Worth",TX,"Tarrant County",76106,US
3301,"2500 BLOCK  DURINGER RD","2500 DURINGER RD","Fort Worth",TX,32.658379,-97.35606,1,range_interpolation,2500,"Duringer Rd","Fort Worth",TX,"Tarrant County",76133,US
3302,"2500 BLOCK  EARL LN","2500 EARL LN","Fort Worth",TX,32.735592,-97.410817,1,range_interpolation,2500,"Earl Ln","Fort Worth",TX,"Tarrant County",76107,US
3303,"2500 BLOCK  EAST FWY","2500 EAST FREEWAY","Fort Worth",TX,32.6785,-97.330511,0.33,place,,,"Fort Worth",TX,"Tarrant County",76115,US
3304,"2500 BLOCK  EAST LOOP 820","2500 EAST LOOP","Fort Worth",TX,32.6785,-97.330511,0.33,place,,,"Fort Worth",TX,"Tarrant County",76115,US
3305,"2500 BLOCK  EAST LOOP 820 FWY","2500 EAST LOOP 820 FREEWAY","Fort Worth",TX,32.744075,-97.224197,1,range_interpolation,2500,"E Loop 820","Fort Worth",TX,"Tarrant County",76112,US
3306,"2500 BLOCK  EAST LOOP 820 NORTH","2500 EAST LOOP 820 NORTH","Fort Worth",TX,32.744075,-97.224197,0.9,range_interpolation,2500,"E Loop 820","Fort Worth",TX,"Tarrant County",76112,US
3307,"2500 BLOCK  EAST LOOP 820 NORTH FWY","2500 EAST LOOP 820 NORTH FREEWAY","Fort Worth",TX,32.744075,-97.224197,0.9,range_interpolation,2500,"E Loop 820","Fort Worth",TX,"Tarrant County",76112,US
3308,"2500 BLOCK  EAST LOOP 820 SOUTH FWY","2500 EAST LOOP 820 SOUTH FREEWAY","Fort Worth",TX,32.721077,-97.225681,1,range_interpolation,2500,"E Loop 820 S","Fort Worth",TX,"Tarrant County",76112,US
3309,"2500 BLOCK  EAST LOOP 820 SR NB","2500 EAST LOOP 820 SERVICE ROAD","Fort Worth",TX,32.744075,-97.224197,1,range_interpolation,2500,"E Loop 820","Fort Worth",TX,"Tarrant County",76112,US
3310,"2500 BLOCK  ELLIS AVE","2500 ELLIS AVE","Fort Worth",TX,32.78976,-97.35036,1,range_interpolation,2500,"Ellis Ave","Fort Worth",TX,"Tarrant County",76164,US
3311,"2500 BLOCK  EPHRIHAM AVE","2500 EPHRIHAM AVE","Fort Worth",TX,32.792078,-97.374702,1,range_interpolation,2500,"Ephriham Ave","Fort Worth",TX,"Tarrant County",76164,US
3312,"2500 BLOCK  EVANS AVE","2500 EVANS AVE","Fort Worth",TX,32.716307,-97.318367,1,range_interpolation,2500,"Evans Ave","Fort Worth",TX,"Tarrant County",76104,US
3313,"2500 BLOCK  FORBY AVE","2500 FORBY AVE","Fort Worth",TX,32.743676,-97.269984,1,range_interpolation,2500,"Forby Ave","Fort Worth",TX,"Tarrant County",76103,US
3314,"2500 BLOCK  FOREST AVE","2500 FOREST AVE","Fort Worth",TX,32.743445,-97.219051,1,range_interpolation,2500,"Forest Ave","Fort Worth",TX,"Tarrant County",76112,US
3315,"2500 BLOCK  FOREST CREEK DR","2500 FOREST CREEK DR","Fort Worth",TX,32.630151,-97.359879,1,range_interpolation,2500,"Forest Creek Dr","Fort Worth",TX,"Tarrant County",76123,US
3316,"2500 BLOCK  FRAZIER AVE","2500 FRAZIER AVE","Fort Worth",TX,32.715668,-97.350017,1,range_interpolation,2500,"Frazier Ave","Fort Worth",TX,"Tarrant County",76110,US
3317,"2500 BLOCK  GALEMEADOW DR","2500 GALEMEADOW DR","Fort Worth",TX,32.629413,-97.360019,1,range_interpolation,2500,"Galemeadow Dr","Fort Worth",TX,"Tarrant County",76123,US
3318,"2500 BLOCK  GLENCREST DR","2500 GLENCREST DR","Fort Worth",TX,32.695942,-97.295383,1,range_interpolation,2500,"Glencrest Dr","Fort Worth",TX,"Tarrant County",76119,US
3319,"2500 BLOCK  GLENDALE AVE","2500 GLENDALE AVE","Fort Worth",TX,32.790843,-97.334286,1,range_interpolation,2500,"Glendale Ave","Fort Worth",TX,"Tarrant County",76106,US
3320,"2500 BLOCK  GOLDENROD AVE","2500 GOLDENROD AVE","Fort Worth",TX,32.787398,-97.310903,1,range_interpolation,2500,"Goldenrod Ave","Fort Worth",TX,"Tarrant County",76111,US
3321,"2500 BLOCK  GOULD AVE","2500 GOULD AVE","Fort Worth",TX,32.789808,-97.360244,1,range_interpolation,2500,"Gould Ave","Fort Worth",TX,"Tarrant County",76164,US
3322,"2500 BLOCK  GRAVEL DR","2500 GRAVEL DR","Fort Worth",TX,32.793797,-97.217371,1,range_interpolation,2500,"Gravel Dr","Fort Worth",TX,"Tarrant County",76118,US
3323,"2500 BLOCK  GREEN OAKS RD","2500 GREEN OAKS RD","Fort Worth",TX,32.745297,-97.432916,0.8,street_center,,"Green Oaks Rd","Fort Worth",TX,"Tarrant County",76116,US
3324,"2500 BLOCK  GREENE AVE","2500 GREENE AVE","Fort Worth",TX,32.715873,-97.358274,1,range_interpolation,2500,"Greene Ave","Fort Worth",TX,"Tarrant County",76109,US
3325,"2500 BLOCK  GREY KINGBIRD TRL","2500 GREY KINGBIRD TRL","Fort Worth",TX,32.771419,-97.291484,0.33,place,,,"Fort Worth",TX,"Tarrant County",76101,US
3326,"2500 BLOCK  GUILFORD RD","2500 GUILFORD RD","Fort Worth",TX,32.736063,-97.41319,1,range_interpolation,2500,"Guilford Rd","Fort Worth",TX,"Tarrant County",76107,US
3327,"2500 BLOCK  HALBERT ST","2500 HALBERT ST","Fort Worth",TX,32.744253,-97.214881,1,range_interpolation,2500,"Halbert St","Fort Worth",TX,"Tarrant County",76112,US
3328,"2500 BLOCK  HALE AVE","2500 HALE AVE","Fort Worth",TX,32.791606,-97.329918,1,range_interpolation,2500,"Hale Ave","Fort Worth",TX,"Tarrant County",76106,US
3329,"2500 BLOCK  HARVEST LN","2500 HARVEST LN","Fort Worth",TX,32.644882,-97.355054,1,range_interpolation,2500,"Harvest Ln","Fort Worth",TX,"Tarrant County",76133,US
3330,"2500 BLOCK  HARVEST MOON DR","2500 HARVEST MOON DR","Fort Worth",TX,32.627986,-97.360659,1,range_interpolation,2500,"Harvest Moon Dr","Fort Worth",TX,"Tarrant County",76123,US
3331,"2500 BLOCK  HEMPHILL ST","2500 HEMPHILL ST","Fort Worth",TX,32.715971,-97.331743,1,range_interpolation,2500,"Hemphill St","Fort Worth",TX,"Tarrant County",76110,US
3332,"2500 BLOCK  HIGHCREST AVE","2500 HIGHCREST AVE","Fort Worth",TX,32.799612,-97.319209,1,range_interpolation,2500,"High Crest Ave","Fort Worth",TX,"Tarrant County",76111,US
3333,"2500 BLOCK  HONEYSUCKLE AVE","2500 HONEYSUCKLE AVE","Fort Worth",TX,32.784002,-97.310921,1,range_interpolation,2500,"Honeysuckle Ave","Fort Worth",TX,"Tarrant County",76111,US
3334,"2500 BLOCK  IRION AVE","2500 IRION AVE","Fort Worth",TX,32.793711,-97.325808,1,range_interpolation,2500,"Irion Ave","Fort Worth",TX,"Tarrant County",76106,US
3335,"2500 BLOCK  JACKSBORO HWY","2500 JACKSBORO HWY","Fort Worth",TX,32.786827,-97.384758,1,range_interpolation,2500,"Jacksboro Hwy","Fort Worth",TX,"Tarrant County",76114,US
3336,"2500 BLOCK  JOE B RUSHING RD","2500 JOE B RUSHING RD","Fort Worth",TX,32.671987,-97.292849,1,range_interpolation,2500,"Joe B Rushing Rd","Fort Worth",TX,"Tarrant County",76119,US
3337,"2500 BLOCK  KEARNEY AVE","2500 KEARNEY AVE","Fort Worth",TX,32.797218,-97.380846,1,range_interpolation,2500,"Kearney Ave","Fort Worth",TX,"Tarrant County",76106,US
3338,"2500 BLOCK  LANGSTON ST","2500 LANGSTON ST","Fort Worth",TX,32.720241,-97.252398,1,range_interpolation,2500,"Langston St","Fort Worth",TX,"Tarrant County",76105,US
3339,"2500 BLOCK  LAURELHILL LN","2500 LAURELHILL LN","Fort Worth",TX,32.642615,-97.356972,1,range_interpolation,2500,"Laurelhill Ln","Fort Worth",TX,"Tarrant County",76133,US
3340,"2500 BLOCK  LEE AVE","2500 LEE AVE","Fort Worth",TX,32.789788,-97.355286,1,range_interpolation,2500,"Lee Ave","Fort Worth",TX,"Tarrant County",76164,US
3341,"2500 BLOCK  LEMING ST","2500 LEMING ST","Fort Worth",TX,32.801912,-97.325773,1,range_interpolation,2500,"Leming St","Fort Worth",TX,"Tarrant County",76106,US
3342,"2500 BLOCK  LEWIS AVE","2500 LEWIS AVE","Fort Worth",TX,32.743816,-97.272684,1,range_interpolation,2500,"Lewis Ave","Fort Worth",TX,"Tarrant County",76103,US
3343,"2500 BLOCK  LILLIAN ST","2500 LILLIAN ST","Fort Worth",TX,32.776367,-97.310219,1,range_interpolation,2500,"Lillian St","Fort Worth",TX,"Tarrant County",76111,US
3344,"2500 BLOCK  LITTLEPAGE ST","2500 LITTLEPAGE ST","Fort Worth",TX,32.736071,-97.411599,1,range_interpolation,2500,"Littlepage St","Fort Worth",TX,"Tarrant County",76107,US
3345,"2500 BLOCK  LOVING AVE","2500 LOVING AVE","Fort Worth",TX,32.789841,-97.366031,1,range_interpolation,2500,"Loving Ave","Fort Worth",TX,"Tarrant County",76164,US
3346,"2500 BLOCK  LOWRIEMORE LN","2500 LOWRIEMORE LN","Fort Worth",TX,32.709673,-97.290825,1,range_interpolation,2500,"Lowriemore Ln","Fort Worth",TX,"Tarrant County",76105,US
3347,"2500 BLOCK  LUBBOCK AVE","2500 LUBBOCK AVE","Fort Worth",TX,32.715853,-97.356118,1,range_interpolation,2500,"Lubbock Ave","Fort Worth",TX,"Tarrant County",76109,US
3348,"2500 BLOCK  LUCAS DR","2500 LUCAS DR","Fort Worth",TX,32.721104,-97.22831,1,range_interpolation,2500,"Lucas Dr","Fort Worth",TX,"Tarrant County",76112,US
3349,"2500 BLOCK  LYDON AVE","2500 LYDON AVE","Fort Worth",TX,32.798484,-97.382375,1,range_interpolation,2500,"Lydon Ave","Fort Worth",TX,"Tarrant County",76106,US
3350,"2500 BLOCK  MALL CIR","2500 MALL CIR","Fort Worth",TX,32.771419,-97.291484,0.33,place,,,"Fort Worth",TX,"Tarrant County",76101,US
3351,"2500 BLOCK  MALVERN TRL","2500 MALVERN TRL","Fort Worth",TX,32.711353,-97.291474,1,range_interpolation,2500,"Malvern Trl","Fort Worth",TX,"Tarrant County",76105,US
3352,"2500 BLOCK  MANSFIELD HWY","2500 MANSFIELD HWY","Fort Worth",TX,32.689668,-97.294686,1,range_interpolation,2500,"Mansfield Hwy","Fort Worth",TX,"Tarrant County",76119,US
3353,"2500 BLOCK  MARIGOLD AVE","2500 MARIGOLD AVE","Fort Worth",TX,32.782881,-97.310923,1,range_interpolation,2500,"Marigold Ave","Fort Worth",TX,"Tarrant County",76111,US
3354,"2500 BLOCK  MARKET AVE","2500 MARKET AVE","Fort Worth",TX,32.789808,-97.361354,1,range_interpolation,2500,"Market Ave","Fort Worth",TX,"Tarrant County",76164,US
3355,"2500 BLOCK  MARTIN LYDON AVE","2500 MARTIN LYDON AVE","Fort Worth",TX,32.675235,-97.354187,1,range_interpolation,2500,"Martin Lydon Ave","Fort Worth",TX,"Tarrant County",76133,US
3356,"2500 BLOCK  MAY ST","2500 MAY ST","Fort Worth",TX,32.715555,-97.329211,1,range_interpolation,2500,"May St","Fort Worth",TX,"Tarrant County",76110,US
3357,"2500 BLOCK  MILLER AVE","2500 MILLER AVE","Fort Worth",TX,32.721113,-97.262834,1,range_interpolation,2500,"Miller Ave","Fort Worth",TX,"Tarrant County",76105,US
3358,"2500 BLOCK  MISSION ST","2500 MISSION ST","Fort Worth",TX,32.700715,-97.353777,1,range_interpolation,2500,"Mission St","Fort Worth",TX,"Tarrant County",76109,US
